,nstar: temp_vals,nstar: ngal,nstar: ngal unc,completeness: temp_vals,completeness: ngal,completeness: ngal unc,extinction: temp_vals,extinction: ngal,extinction: ngal unc
0,0.8683175444602966,1.0014004797257123,3.0101689158054267e-06,0.867465615272522,0.9722905980401239,2.4549768077120773e-05,0.011409806087613106,1.000724346764244,4.9121762998371615e-06
1,0.9299637675285339,1.0021787613901116,4.344812824947045e-06,0.8817178010940552,0.9761038187775282,2.1138273214167253e-05,0.028859568759799004,1.0002836402804114,2.691558502803553e-06
2,1.008219838142395,1.0045461444309518,5.702236299784917e-06,0.8957577347755432,0.9869367315627112,1.3695204872230656e-05,0.05944368615746498,0.9969828277464517,5.722849305667663e-06
3,1.0863879919052124,1.0011781319107635,8.819951507726165e-06,0.9097976684570312,0.9899900936851825,1.0489678666898552e-05,0.09168094396591187,0.996926807586474,1.3022897986931401e-05
4,1.1647952795028687,0.9958727177388369,1.2219804562916322e-05,0.9235284328460693,0.99194453730225,8.687619116118996e-06,0.12318506836891174,1.0057473241233934,2.9559041185789177e-05
5,1.2433242797851562,0.9925603222922375,1.4431827796113994e-05,0.937545895576477,0.995115880706242,6.800367833439934e-06,0.15524500608444214,1.0156538478227464,4.7753243763319644e-05
6,1.3210543394088745,0.9893078542569682,8.506735013611255e-06,0.9515414237976074,1.000400914654326,4.820926507163721e-06,0.18724165856838226,1.0344239435884894,0.00010157911096232284
7,1.3962903022766113,0.9824715295364896,1.8593611248417532e-05,0.9653010964393616,1.0030538793552781,3.2754572403490713e-06,0.21902474761009216,1.048876377392434,0.00013460409061383493
8,1.4769394397735596,0.9769941261283296,9.483126117871845e-06,0.9774723649024963,1.007678105421135,3.4651836816252436e-06,0.2503895163536072,1.05772905641058,0.0002195950181263686
9,1.554959774017334,0.9792808980348332,8.337152949878404e-06,0.9896193742752075,1.007672978371548,2.335170513083431e-06,0.28230613470077515,1.0786827524896636,0.0004848862045768209
