,nstar: temp_vals,nstar: ngal,nstar: ngal unc,completeness: temp_vals,completeness: ngal,completeness: ngal unc,extinction: temp_vals,extinction: ngal,extinction: ngal unc
0,0.868317723274231,1.0014763981952985,4.711499499567829e-06,0.8674635291099548,0.9732900196521116,3.911737958913964e-05,0.02582702785730362,1.0006421917305555,4.10150001394618e-06
1,0.9299818873405457,1.0019146699087296,8.705511583807913e-06,0.8817177414894104,0.9761415303896613,3.18793484753775e-05,0.06987656652927399,0.9958906083399164,9.819012933390058e-06
2,1.0082193613052368,1.0052352515226837,9.459691816376508e-06,0.8957585096359253,0.9841724396434068,2.1843875451087217e-05,0.1371629536151886,1.0082272889897168,5.655092634203724e-05
3,1.0863748788833618,1.000902399552921,1.8064262590050434e-05,0.9097952842712402,0.9905275792817141,1.4037133174164472e-05,0.2049219161272049,1.0429296996481723,0.0002676399359331695
4,1.1647944450378418,0.9968391660360022,2.376810984920977e-05,0.9235280752182007,0.9916664918788708,1.6474155539758253e-05,0.2710372507572174,1.078376905058065,0.0004714503267941509
5,1.243321418762207,0.9905773892124409,2.664849544135743e-05,0.9375460147857666,0.9955375292823956,1.2215957554928022e-05,0.3393423557281494,1.0863083755023484,0.0007733050945658697
6,1.321054220199585,0.9878674539847229,8.358282681114582e-06,0.9515417814254761,1.0007872052283575,9.16318421934644e-06,0.40456610918045044,1.088101859118523,0.0012335741452199696
7,1.3962900638580322,0.9837777801109483,2.1449312511393676e-05,0.965300977230072,1.0036244881351868,6.5543613821077445e-06,0.4699764549732208,1.090767659852106,0.0014263415172315636
8,1.4769394397735596,0.978578954555453,2.233822101380454e-05,0.9774726033210754,1.0064560683561956,5.643516411107629e-06,0.5334678292274475,1.0953777290381577,3.1092463804238905e-17
9,1.554959774017334,0.9794486598179111,1.669540781767347e-05,0.9896191954612732,1.008063016240163,4.230189323550644e-06,0.5946618318557739,1.0953777290381579,0.0
