,nstar: temp_vals,nstar: ngal,nstar: ngal unc,completeness: temp_vals,completeness: ngal,completeness: ngal unc,extinction: temp_vals,extinction: ngal,extinction: ngal unc
0,0.8683175444602966,1.001473514675963,2.4528620113534184e-06,0.867465615272522,0.9722833272256616,1.9458261404616397e-05,0.011409806087613106,1.0015028761021336,4.4441440926380545e-06
1,0.9299637675285339,1.0012953278062167,4.446498366040001e-06,0.8817178010940552,0.9757521333861304,1.715339341349825e-05,0.028859568759799004,1.0004089549462654,2.498261008161753e-06
2,1.008219838142395,1.0059900081684652,5.2926918824911e-06,0.8957577347755432,0.9847590810979219,9.788381871063544e-06,0.05944368615746498,0.995936308315536,4.936410656350574e-06
3,1.0863879919052124,1.0014417985424997,8.270224393887683e-06,0.9097976684570312,0.9893654266692121,6.808119655264869e-06,0.09168094396591187,0.9973561232372722,1.2321559785341342e-05
4,1.1647952795028687,0.9973113110417159,1.0920769650376341e-05,0.9235284328460693,0.9922990533467834,7.618715382836689e-06,0.12318506836891174,1.006340796783538,2.8215257969838044e-05
5,1.2433242797851562,0.9898512437897308,1.1594354433856999e-05,0.937545895576477,0.9954780587564008,5.956869522821692e-06,0.15524500608444214,1.0133505229437434,4.2973763669500016e-05
6,1.3210543394088745,0.9898921138149089,4.842674172779259e-06,0.9515414237976074,1.0012602583818322,4.687792448919625e-06,0.18724165856838226,1.0219263171246147,9.464647704864608e-05
7,1.3962903022766113,0.9800130131941489,1.2733992903101445e-05,0.9653010964393616,1.0028710308095514,3.4440132557217037e-06,0.21902474761009216,1.0564205043275083,0.00022658758670925853
8,1.4769394397735596,0.978598041555306,8.42288059202331e-06,0.9774723649024963,1.0071242379325347,2.659849552522956e-06,0.2503895163536072,1.079000950687384,0.0002693386038572102
9,1.554959774017334,0.9803612005901373,6.842190229692229e-06,0.9896193742752075,1.0082672341649708,3.0271189908397013e-06,0.28230613470077515,1.0856567528988121,0.00033441756173669296
