,nstar: temp_vals,nstar: ngal,nstar: ngal unc,completeness: temp_vals,completeness: ngal,completeness: ngal unc,extinction: temp_vals,extinction: ngal,extinction: ngal unc
0,0.868317723274231,1.0010526585625639,4.460626683315511e-06,0.8674635291099548,0.9733326126976879,2.4716369222889945e-05,0.02582702785730362,1.0005912549421938,3.978488320949299e-06
1,0.9299818873405457,1.0019649617577502,7.3014434813789504e-06,0.8817177414894104,0.9761855975180521,2.482594047655091e-05,0.06987656652927399,0.9960136508853255,9.399573772213919e-06
2,1.0082193613052368,1.0060349102187025,1.1246159636752338e-05,0.8957585096359253,0.9845117319507152,2.3558954647715426e-05,0.1371629536151886,1.0114789554734664,7.542812486901458e-05
3,1.0863748788833618,1.000790840946491,1.7735505751510887e-05,0.9097952842712402,0.9911093260404903,1.1591128184785633e-05,0.2049219161272049,1.038245544149962,0.000139317408821275
4,1.1647944450378418,0.9961588003886944,2.4347597043699343e-05,0.9235280752182007,0.992360670046075,1.0709140808954171e-05,0.2710372507572174,1.0409698380156587,0.000252583341099248
5,1.243321418762207,0.9908855014105472,2.156137152158202e-05,0.9375460147857666,0.9952187600324848,1.220736570587032e-05,0.3393423557281494,1.040676116648434,0.0004942376022341404
6,1.321054220199585,0.987050577084754,1.1291623730493414e-05,0.9515417814254761,1.000908366795246,1.007495394094746e-05,0.40456610918045044,1.040590492931902,0.0008240778042444564
7,1.3962900638580322,0.9860582098868308,1.4619399216613685e-05,0.965300977230072,1.0034206559497056,6.153380358745405e-06,0.4699764549732208,1.0422254478456305,0.0009572484112764289
8,1.4769394397735596,0.9803687378355656,7.474240984720357e-06,0.9774726033210754,1.0064060711684195,4.62694279384611e-06,0.5334678292274475,1.045319364240063,3.1092463804238905e-17
9,1.554959774017334,0.9798882100372682,4.5024610277060586e-06,0.9896191954612732,1.007526978758082,5.739623754112883e-06,0.5946618318557739,1.0453193642400629,0.0
