,nstar: temp_vals,nstar: ngal,nstar: ngal unc,completeness: temp_vals,completeness: ngal,completeness: ngal unc,extinction: temp_vals,extinction: ngal,extinction: ngal unc
0,0.8683175444602966,1.0029580171838333,4.730663440871992e-06,0.8674635887145996,0.9920813991612628,2.414104713573791e-05,0.02582700178027153,0.9997157568797895,2.623358277604605e-06
1,0.9299817681312561,1.0002874996734181,4.410290544790873e-06,0.8817178606987,0.9907958876205766,2.027424891832702e-05,0.06987657397985458,0.9981963922865903,4.171695687998993e-06
2,1.0082193613052368,1.0038295935498558,4.7552529786194194e-06,0.8957585692405701,0.9900343218411444,1.3889887001406168e-05,0.137162983417511,1.0110705238107132,2.2522678745104608e-05
3,1.0863748788833618,1.0019842641665517,7.459672965421022e-06,0.9097949266433716,0.9909061132232728,1.0155846786984872e-05,0.2049219012260437,1.0642906703739141,8.940857661653487e-05
4,1.1647945642471313,0.9943403137786015,9.260827123639553e-06,0.9235281348228455,0.9942110510874468,8.094506354913144e-06,0.2710372507572174,1.0783868459851018,3.455302981987171e-05
5,1.243321180343628,0.9910332965506872,1.0092060627495973e-05,0.9375462532043457,0.998306605594555,6.338523702334247e-06,0.3393423557281494,1.0786250296338764,3.1092463804238912e-18
6,1.3210543394088745,0.9919071951155898,7.195243349919703e-06,0.9515414834022522,1.0016081977409548,4.985064351984176e-06,0.40456610918045044,1.0786250296338762,0.0
7,1.3962903022766113,0.9866692003320378,1.1223376023380914e-05,0.965300977230072,1.00303623526989,4.371698812816643e-06,0.4699764549732208,1.0786250296338762,0.0
8,1.4769394397735596,0.9787065034395313,2.3253329807295107e-06,0.9774728417396545,1.0020736126970837,6.140824396437016e-06,0.5334678888320923,1.0786250296338762,0.0
9,1.554959774017334,0.9785494812900064,4.729880787025324e-19,0.9896193742752075,0.9952571556897863,2.6594053072301307e-05,0.5946618318557739,1.0786250296338762,0.0
